composer,filename,tempo,num_notes,num_chords,avg_pitch,pitch_range,avg_duration,avg_velocity,note_density,pitch_class_0,pitch_class_1,pitch_class_2,pitch_class_3,pitch_class_4,pitch_class_5,pitch_class_6,pitch_class_7,pitch_class_8,pitch_class_9,pitch_class_10,pitch_class_11,pitch_entropy,pitch_class_variance,range_normalized,notes_per_chord,chord_density,velocity_variation,tempo_note_ratio,chromatic_ratio,relative_path,total_duration,num_midi_tracks,num_note_tracks,num_unique_programs,drum_track_count,has_drums,pitch_std,pitch_median,velocity_std,velocity_range,duration_std,duration_median,onset_interval_mean,onset_interval_std,max_polyphony,avg_polyphony,gm_piano_track_count,gm_chromatic_percussion_track_count,gm_organ_track_count,gm_guitar_track_count,gm_bass_track_count,gm_strings_track_count,gm_ensemble_track_count,gm_brass_track_count,gm_reed_track_count,gm_pipe_track_count,gm_synth_lead_track_count,gm_synth_pad_track_count,gm_synth_effects_track_count,gm_ethnic_track_count,gm_percussive_track_count,gm_sound_effects_track_count
Beethoven,Beethoven_WoO80_thema_8bars_11_1.mid,166.47398843930617,64,41,60.625,44.0,0.6376627604166666,79.609375,4.282726892513593,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.5238095238095235,0.6307692307692307,0.4753536697960175,2.561138283681633,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_11_1.mid,14.94375,1,1,1,0,0,13.151164397117086,62.5,12.636278609993331,49.0,0.5948509022020783,0.195833333333333,0.2202876984126984,0.3543273472819618,8,2.730935452390909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_18_1.mid,142.75092936803,64,46,60.625,44.0,0.8242838541666665,69.875,3.212213101897841,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.3617021276595744,0.7076923076923077,0.4860838139077805,2.1961681441235386,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_18_1.mid,19.92395833333333,1,1,1,0,0,13.151164397117086,62.5,18.102572331025225,72.0,0.7931675840916104,0.2609374999999989,0.2956349206349206,0.496080101809679,8,2.647775396037016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_1_1.mid,153.35463258785964,64,44,60.625,44.0,0.7445800781249998,71.390625,3.602885122852285,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.4222222222222225,0.676923076923077,0.4625104138637627,2.359302039813225,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_1_1.mid,17.763541666666665,1,1,1,0,0,13.151164397117086,62.5,16.614768644473354,60.0,0.7473432304842569,0.1489583333333324,0.2656084656084656,0.4368947569315083,8,2.6826364862487533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_22_1.mid,172.51965555971563,64,42,60.625,44.0,0.5995117187499999,80.171875,4.113275758184375,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.4883720930232558,0.6461538461538462,0.4620333917871879,2.6541485470725483,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_22_1.mid,15.559375,1,1,1,0,0,13.151164397117086,62.5,13.807328995297208,57.0,0.6075607610944758,0.0994791666666672,0.2300595238095238,0.3780481668127238,8,2.4659570194818223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_24_1.mid,145.94594594594588,64,35,60.625,44.0,0.6110514322916666,82.265625,4.24485283957441,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.7777777777777777,0.5384615384615384,0.5598359619275338,2.245322245322244,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_24_1.mid,15.077083333333333,1,1,1,0,0,13.151164397117086,62.5,15.623742136868971,66.0,0.6204003001527233,0.0770833333333333,0.2227182539682539,0.3753151167725488,8,2.593823407489292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_26_1.mid,136.2104640851312,64,42,60.609375,44.0,0.709423828125,77.53125,3.613905064407976,0.21875,0.0,0.078125,0.078125,0.0625,0.15625,0.046875,0.1875,0.09375,0.03125,0.015625,0.03125,2.154975702231001,0.0044487847222222,0.7259602870684563,1.4883720930232558,0.6461538461538462,0.5650534783695237,2.095545601309711,0.2343747656252344,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_26_1.mid,17.709375,1,1,1,0,0,13.131090476779718,62.5,16.507544439967443,74.0,0.6594194665411723,0.1890624999999994,0.26317791005291,0.4380453406554243,8,2.563790365272632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_2_1.mid,203.98406374501943,64,39,60.625,44.0,0.5767740885416667,77.59375,3.6601930179911832,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.6,0.6,0.3785355240908835,3.138216365307992,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_2_1.mid,17.485416666666666,1,1,1,0,0,13.151164397117086,62.5,14.317514132610452,62.0,0.5336667506293145,0.1593749999999998,0.2533068783068783,0.4319541950936906,8,2.1111044918384367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_3_1.mid,169.8113207547169,65,40,60.90769230769231,44.0,0.7441666666666668,76.73846153846154,3.8461538461538463,0.2153846153846154,0.0,0.0769230769230769,0.0769230769230769,0.0615384615384615,0.1384615384615384,0.0615384615384615,0.2,0.0923076923076923,0.0307692307692307,0.0153846153846153,0.0307692307692307,2.1624788839325,0.0043573307034845,0.7224046357776456,1.5853658536585369,0.6060606060606061,0.4492586392950915,2.5728987993138923,0.2461536000002462,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_3_1.mid,16.9,1,1,1,0,0,13.244125637629892,65.0,16.98893479078202,86.0,0.7581906476780728,0.125,0.24697265625,0.4141532967940433,8,2.862179487179487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_7_1.mid,148.8372093023258,64,39,60.625,44.0,0.7444173177083333,80.3125,3.747255428153208,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.6,0.6,0.5359983703243824,2.289803220035781,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_7_1.mid,17.079166666666666,1,1,1,0,0,13.151164397117086,62.5,14.213632320768678,77.0,0.7510135694760246,0.1312499999999996,0.2535383597883597,0.4214675689395999,8,2.7895218345938027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beethoven,Beethoven_WoO80_thema_8bars_Score2_1.mid,128.00000000000003,64,40,60.625,44.0,0.7253124999999999,90.65625,4.588224751321803,0.21875,0.0,0.078125,0.078125,0.0625,0.140625,0.0625,0.1875,0.09375,0.03125,0.015625,0.03125,2.1706239702831747,0.0042046440972222,0.7257731839047723,1.5609756097560976,0.6153846153846154,0.7027616279069766,1.9692307692307696,0.24999975000025,new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_Score2_1.mid,13.94875,2,2,1,0,0,13.151164397117086,62.5,18.67084855965309,63.0,0.6956610081650759,0.1487500000000008,0.219047619047619,0.3577962277464216,8,3.3278967649430955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
